epoch,corpus_bleu,sentence_bleu,sacrebleu_score,recall,precision,f1
0,10.291631380129088,11.799762680998471,15.101438924621586,0.8044075915466496,0.8165340945199058,0.8100912944102661
1,11.825277337141813,13.545830273046597,17.05191352006633,0.8150881354585712,0.8256087031635967,0.8199659461305017
2,12.883149709098094,14.711532934754931,18.244855000798445,0.8207967559020201,0.8310182994895882,0.8255235935662771
3,13.013667527898132,15.039293425235387,18.64387954566997,0.8233421145579516,0.8339103652642562,0.8282332569013386
4,13.521625068862702,15.476965599409848,19.1567732196849,0.8250923355420431,0.8360278468270164,0.8301603996948207
5,13.686965135299117,15.644891563309052,19.347407935224187,0.8264308517827934,0.8364689939426176,0.8310608409302972
