epoch,train_total_loss,train_wiener_loss,train_kldiv_loss,val_total_loss,val_wiener_loss,val_kldiv_loss
0,2.4434207949045197,0.95246184023155,1.4909589544766901,2.235074223356044,0.8796929945337012,1.3553812326268946
1,2.3766036790456737,0.9229853102026905,1.4536183690900244,2.207710930641661,0.8745727145925482,1.3331382109763774
2,2.356026592364555,0.9183103666661282,1.4377162253938556,2.1972398986207677,0.8717212321910452,1.3255186575524351
3,2.343733732348263,0.9155943575536468,1.4281393753597658,2.187575434116607,0.8700354536797138,1.3175399912164567
4,2.33565172202636,0.913794678730175,1.421857043113442,2.180855073827378,0.8687536177483011,1.3121014630540888
5,2.327555701956394,0.912526546612662,1.4150291553234273,2.1754975826182266,0.8677345317728976,1.3077630502112367
