epoch,corpus_bleu,sentence_bleu,sacrebleu_score,recall,precision,f1
0,13.987701932646889,16.005209161107913,19.74774724233722,0.8281114626200724,0.8388686696966211,0.8331032122844781
1,14.56348949023624,16.611271771119476,20.352660802440063,0.8302356468571293,0.8405959565679987,0.8350202348126676
2,14.626971717145725,16.75397788992274,20.56558658186346,0.8320010789545067,0.8420685315743471,0.8366442893371556
3,14.85769507171018,17.03549749055888,20.92782130121805,0.8324899832645813,0.8427144994427671,0.8372080480302131
4,15.142449366723593,17.20768303258057,21.03361653937741,0.8328437159905384,0.8433370548528392,0.8376986973888272
5,15.304652822887741,17.452140938261092,21.232092692210212,0.8337183920812337,0.8437687429316315,0.8383551369775664
